provenance_id,record_id,partition,molecule_name,inchikey,property_code,property_name,final_value,unit,value_origin_class,high_confidence_source_subset,reference_ids,primary_reference_id,source_category,publisher_or_host,doi,url,citation_or_web_title,value_basis,measurement_conditions_or_method_note,conditions_status,quality_grade,verification_note,provenance_reconstruction_basis
PV-01668,HC-0249,development,exo-Tetrahydrodicyclopentadiene,LPSXSORODABQKT-FIRGSJFUSA-N,Y02,Volumetric net heat of combustion,39.38876,MJ L^-1,constructed from Y01 and Y03,False,REF-0001/REF-0472,REF-0001,peer-reviewed method,American Chemical Society,10.1021/acs.iecr.5c05262,https://doi.org/10.1021/acs.iecr.5c05262,"Williams, D. L.; Gilpin, T. R.; White, V. L. Simple QSPR for Calculating Combustion Metrics by Hand. Industrial & Engineering Chemistry Research 2026, 65(20), 10236–10248. https://doi.org/10.1021/acs.iecr.5c05262.",Y02 = Y01 x Y03 using the two release-table values,Not applicable; algebraically constructed endpoint.,not applicable,constructed,,reference registry mapping only
PV-01669,HC-0249,development,exo-Tetrahydrodicyclopentadiene,LPSXSORODABQKT-FIRGSJFUSA-N,Y03,Density,0.9356,g cm^-3,experimental measurement,True,REF-0472,REF-0472,NIST ThermoML experimental,journal publisher / NIST ThermoML,10.1021/je9005129,https://doi.org/10.1021/je9005129,"Wei, H.[Hui]; Yongsheng, G.[Guo]; Yang, F.[Fengjun]; Fang, W.[Wenjun]; Lin, R.[Ruisen] (2010). Densities and Viscosities of exo-Tetrahydrodicyclopentadiene + n-Butanol and exo-Tetrahydrodicyclopentadiene + n-Pentanol at Temperatures of (293.15 to 313.15) K. J. Chem. Eng. Data 55, 1049-1052. https://doi.org/10.1021/je9005129",direct at 20 C (within 0.5 K),; T=293.15 K; p=101.0 kPa,reported,A,Pure-component experimental density selected by InChIKey; no formula-only identity match.,identity + property + reference matched to the audited prior provenance table
PV-01670,HC-0249,development,exo-Tetrahydrodicyclopentadiene,LPSXSORODABQKT-FIRGSJFUSA-N,Y04,Solid-liquid phase-transition temperature,-24.63,degC,formula or correlation estimate,False,REF-0002,REF-0002,peer-reviewed method,Taylor & Francis,10.1080/00986448708960487,https://doi.org/10.1080/00986448708960487,"Joback, K. G.; Reid, R. C. Estimation of Pure-Component Properties from Group-Contributions. Chemical Engineering Communications 1987, 57(1–6), 233–243. https://doi.org/10.1080/00986448708960487.","Joback melting-point group contribution: Tm(K)=122.5+ΣNiΔTm,i",RDKit structure parsed and Joback first-order groups assigned automatically.,reported,C,Fallback only. Joback reports much larger error for melting point than boiling point; treat as estimated.,identity + property + reference matched to the audited prior provenance table
PV-01671,HC-0249,development,exo-Tetrahydrodicyclopentadiene,LPSXSORODABQKT-FIRGSJFUSA-N,Y05,Boiling point,175.07,degC,formula or correlation estimate,False,REF-0002,REF-0002,peer-reviewed method,Taylor & Francis,10.1080/00986448708960487,https://doi.org/10.1080/00986448708960487,"Joback, K. G.; Reid, R. C. Estimation of Pure-Component Properties from Group-Contributions. Chemical Engineering Communications 1987, 57(1–6), 233–243. https://doi.org/10.1080/00986448708960487.","Joback normal-boiling-point group contribution: Tb(K)=198.2+ΣNiΔTb,i",RDKit structure parsed and Joback first-order groups assigned automatically.,reported,C,Fallback only. Joback reports much larger error for melting point than boiling point; treat as estimated.,identity + property + reference matched to the audited prior provenance table
PV-01672,HC-0249,development,exo-Tetrahydrodicyclopentadiene,LPSXSORODABQKT-FIRGSJFUSA-N,Y06,Flash point,47.87,degC,formula or correlation estimate,False,REF-0481,REF-0481,peer-reviewed method,Elsevier,10.1016/S0009-2509(03)00251-3,https://doi.org/10.1016/S0009-2509(03)00251-3,"Albahri, T. A. Flammability characteristics of pure hydrocarbons. Chemical Engineering Science 58 (2003) 3629–3641.",Albahri (2003) boiling-point correlation,Estimated from boiling-point information; not a flash-point measurement.,not applicable,D,,reference registry mapping only
PV-01673,HC-0249,development,exo-Tetrahydrodicyclopentadiene,LPSXSORODABQKT-FIRGSJFUSA-N,Y07,Kinematic viscosity at 40 degC,0.9578,mm^2 s^-1,formula or correlation estimate,False,REF-0482,REF-0482,official software documentation,National Laboratory of the Rockies / FuelLib,,https://natlabrockies.github.io/FuelLib/fuelprops.html,FuelLib fuelprops documentation — Dutt equation for kinematic viscosity at 40 °C.,Dutt correlation evaluated for 40 degC,Correlation-derived value at 40 degC; not an experimental viscosity measurement.,not applicable,D,,reference registry mapping only
PV-01674,HC-0250,development,Perhydrofluorene,OLWAZOBRCQWWDB-UHFFFAOYSA-N,Y01,Mass-based net heat of combustion,42.412,MJ kg^-1,formula or correlation estimate,False,REF-0001,REF-0001,peer-reviewed method,American Chemical Society,10.1021/acs.iecr.5c05262,https://doi.org/10.1021/acs.iecr.5c05262,"Williams, D. L.; Gilpin, T. R.; White, V. L. Simple QSPR for Calculating Combustion Metrics by Hand. Industrial & Engineering Chemistry Research 2026, 65(20), 10236–10248. https://doi.org/10.1021/acs.iecr.5c05262.",ΔHlow(kJ mol^-1)=431.4C+88.85H; NHOC=ΔHlow/M,Formula-only LHV model; cannot distinguish structural isomers.,reported,C,"Fallback only. Model reported R²=0.9979 against its literature training set; treat as estimated, not calorimetric.",identity + property + reference matched to the audited prior provenance table
PV-01675,HC-0250,development,Perhydrofluorene,OLWAZOBRCQWWDB-UHFFFAOYSA-N,Y02,Volumetric net heat of combustion,35.546345439999996,MJ L^-1,constructed from Y01 and Y03,False,REF-0001,REF-0001,peer-reviewed method,American Chemical Society,10.1021/acs.iecr.5c05262,https://doi.org/10.1021/acs.iecr.5c05262,"Williams, D. L.; Gilpin, T. R.; White, V. L. Simple QSPR for Calculating Combustion Metrics by Hand. Industrial & Engineering Chemistry Research 2026, 65(20), 10236–10248. https://doi.org/10.1021/acs.iecr.5c05262.",Y02 = Y01 x Y03 using the two release-table values,Not applicable; algebraically constructed endpoint.,not applicable,constructed,,reference registry mapping only
PV-01676,HC-0250,development,Perhydrofluorene,OLWAZOBRCQWWDB-UHFFFAOYSA-N,Y03,Density,0.83812,g cm^-3,formula or correlation estimate,False,REF-0001,REF-0001,peer-reviewed method,American Chemical Society,10.1021/acs.iecr.5c05262,https://doi.org/10.1021/acs.iecr.5c05262,"Williams, D. L.; Gilpin, T. R.; White, V. L. Simple QSPR for Calculating Combustion Metrics by Hand. Industrial & Engineering Chemistry Research 2026, 65(20), 10236–10248. https://doi.org/10.1021/acs.iecr.5c05262.",ρ = M / (16.03 + 7.01C + 4.80H),Formula-only molar-volume model; cannot distinguish structural isomers.,reported,C,"Fallback only. Model reported R²=0.9943 against its literature training set; treat as estimated, not experimental.",identity + property + reference matched to the audited prior provenance table
PV-01677,HC-0250,development,Perhydrofluorene,OLWAZOBRCQWWDB-UHFFFAOYSA-N,Y04,Solid-liquid phase-transition temperature,-1.38,degC,formula or correlation estimate,False,REF-0002,REF-0002,peer-reviewed method,Taylor & Francis,10.1080/00986448708960487,https://doi.org/10.1080/00986448708960487,"Joback, K. G.; Reid, R. C. Estimation of Pure-Component Properties from Group-Contributions. Chemical Engineering Communications 1987, 57(1–6), 233–243. https://doi.org/10.1080/00986448708960487.","Joback melting-point group contribution: Tm(K)=122.5+ΣNiΔTm,i",RDKit structure parsed and Joback first-order groups assigned automatically.,reported,C,Fallback only. Joback reports much larger error for melting point than boiling point; treat as estimated.,identity + property + reference matched to the audited prior provenance table
PV-01678,HC-0250,development,Perhydrofluorene,OLWAZOBRCQWWDB-UHFFFAOYSA-N,Y05,Boiling point,253.05,degC,evaluated or compiled literature value,True,REF-0473,REF-0473,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C5744036&Units=SI&Mask=6,"Weast and Grasselli, 1989 CRC Handbook of Data on Organic Compounds, 2nd Editon, Weast,R.C and Grasselli, J.G., ed(s)., CRC Press, Inc., Boca Raton, FL, 1989, 1. [all data]",NIST normal boiling point,Record type: normal_boiling_point; method: N/A; comment: BS,reported,A,Identity matched by the NIST-displayed full InChIKey; first NIST-listed target value selected deterministically.,identity + property + reference matched to the audited prior provenance table
PV-01679,HC-0250,development,Perhydrofluorene,OLWAZOBRCQWWDB-UHFFFAOYSA-N,Y06,Flash point,101.13,degC,formula or correlation estimate,False,REF-0481,REF-0481,peer-reviewed method,Elsevier,10.1016/S0009-2509(03)00251-3,https://doi.org/10.1016/S0009-2509(03)00251-3,"Albahri, T. A. Flammability characteristics of pure hydrocarbons. Chemical Engineering Science 58 (2003) 3629–3641.",Albahri (2003) boiling-point correlation,Estimated from boiling-point information; not a flash-point measurement.,not applicable,D,,reference registry mapping only
PV-01680,HC-0250,development,Perhydrofluorene,OLWAZOBRCQWWDB-UHFFFAOYSA-N,Y07,Kinematic viscosity at 40 degC,2.0202,mm^2 s^-1,formula or correlation estimate,False,REF-0482,REF-0482,official software documentation,National Laboratory of the Rockies / FuelLib,,https://natlabrockies.github.io/FuelLib/fuelprops.html,FuelLib fuelprops documentation — Dutt equation for kinematic viscosity at 40 °C.,Dutt correlation evaluated for 40 degC,Correlation-derived value at 40 degC; not an experimental viscosity measurement.,not applicable,D,,reference registry mapping only
PV-01681,HC-0251,development,pentan-2-ylcyclohexane,ZYJFJURMFHCWOB-UHFFFAOYSA-N,Y01,Mass-based net heat of combustion,43.4233977329436,MJ kg^-1,formula or correlation estimate,False,REF-0001,REF-0001,peer-reviewed method,American Chemical Society,10.1021/acs.iecr.5c05262,https://doi.org/10.1021/acs.iecr.5c05262,"Williams, D. L.; Gilpin, T. R.; White, V. L. Simple QSPR for Calculating Combustion Metrics by Hand. Industrial & Engineering Chemistry Research 2026, 65(20), 10236–10248. https://doi.org/10.1021/acs.iecr.5c05262.",published QSPR formula,Not applicable; model-derived value.,not applicable,D,,reference registry mapping only
PV-01682,HC-0251,development,pentan-2-ylcyclohexane,ZYJFJURMFHCWOB-UHFFFAOYSA-N,Y02,Volumetric net heat of combustion,33.712891214652295,MJ L^-1,constructed from Y01 and Y03,False,REF-0001,REF-0001,peer-reviewed method,American Chemical Society,10.1021/acs.iecr.5c05262,https://doi.org/10.1021/acs.iecr.5c05262,"Williams, D. L.; Gilpin, T. R.; White, V. L. Simple QSPR for Calculating Combustion Metrics by Hand. Industrial & Engineering Chemistry Research 2026, 65(20), 10236–10248. https://doi.org/10.1021/acs.iecr.5c05262.",Y02 = Y01 x Y03 using the two release-table values,Not applicable; algebraically constructed endpoint.,not applicable,constructed,,reference registry mapping only
PV-01683,HC-0251,development,pentan-2-ylcyclohexane,ZYJFJURMFHCWOB-UHFFFAOYSA-N,Y03,Density,0.776376169870182,g cm^-3,formula or correlation estimate,False,REF-0001,REF-0001,peer-reviewed method,American Chemical Society,10.1021/acs.iecr.5c05262,https://doi.org/10.1021/acs.iecr.5c05262,"Williams, D. L.; Gilpin, T. R.; White, V. L. Simple QSPR for Calculating Combustion Metrics by Hand. Industrial & Engineering Chemistry Research 2026, 65(20), 10236–10248. https://doi.org/10.1021/acs.iecr.5c05262.",published QSPR formula,Not applicable; model-derived value.,not applicable,D,,reference registry mapping only
PV-01684,HC-0251,development,pentan-2-ylcyclohexane,ZYJFJURMFHCWOB-UHFFFAOYSA-N,Y04,Solid-liquid phase-transition temperature,-67.04,degC,formula or correlation estimate,False,REF-0002,REF-0002,peer-reviewed method,Taylor & Francis,10.1080/00986448708960487,https://doi.org/10.1080/00986448708960487,"Joback, K. G.; Reid, R. C. Estimation of Pure-Component Properties from Group-Contributions. Chemical Engineering Communications 1987, 57(1–6), 233–243. https://doi.org/10.1080/00986448708960487.",Joback group-contribution estimate,Not applicable; model-derived value.,not applicable,D,,reference registry mapping only
PV-01685,HC-0251,development,pentan-2-ylcyclohexane,ZYJFJURMFHCWOB-UHFFFAOYSA-N,Y05,Boiling point,197.24,degC,formula or correlation estimate,False,REF-0002,REF-0002,peer-reviewed method,Taylor & Francis,10.1080/00986448708960487,https://doi.org/10.1080/00986448708960487,"Joback, K. G.; Reid, R. C. Estimation of Pure-Component Properties from Group-Contributions. Chemical Engineering Communications 1987, 57(1–6), 233–243. https://doi.org/10.1080/00986448708960487.",Joback group-contribution estimate,Not applicable; model-derived value.,not applicable,D,,reference registry mapping only
PV-01686,HC-0251,development,pentan-2-ylcyclohexane,ZYJFJURMFHCWOB-UHFFFAOYSA-N,Y06,Flash point,63.01492,degC,formula or correlation estimate,False,REF-0481,REF-0481,peer-reviewed method,Elsevier,10.1016/S0009-2509(03)00251-3,https://doi.org/10.1016/S0009-2509(03)00251-3,"Albahri, T. A. Flammability characteristics of pure hydrocarbons. Chemical Engineering Science 58 (2003) 3629–3641.",Albahri (2003) boiling-point correlation,Estimated from boiling-point information; not a flash-point measurement.,not applicable,D,,reference registry mapping only
PV-01687,HC-0251,development,pentan-2-ylcyclohexane,ZYJFJURMFHCWOB-UHFFFAOYSA-N,Y07,Kinematic viscosity at 40 degC,1.17318089417183,mm^2 s^-1,formula or correlation estimate,False,REF-0482,REF-0482,official software documentation,National Laboratory of the Rockies / FuelLib,,https://natlabrockies.github.io/FuelLib/fuelprops.html,FuelLib fuelprops documentation — Dutt equation for kinematic viscosity at 40 °C.,Dutt correlation evaluated for 40 degC,Correlation-derived value at 40 degC; not an experimental viscosity measurement.,not applicable,D,,reference registry mapping only
PV-01688,HC-0252,development,"Tricyclo(2.2.1.02,6)heptane",BYBGSCXPMGPLFP-UHFFFAOYSA-N,Y01,Mass-based net heat of combustion,42.559,MJ kg^-1,calculated from literature thermochemistry,True,REF-0475,REF-0475,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C279196&Units=SI&Mask=6,"Steele, 1978 Steele, W.V., The standard enthalpies of formation of a series of C7, bridged-ring hydrocarbons: norbornane, norbornene, nortricyclene, norbornadiene, and quadricyclane, J. Chem. Thermodyn., 1978, 10, 919-927. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",NIST thermochemical net-basis derivation (L1_direct_delta_f_liquid_with_H2O_g): direct NIST liquid formation enthalpy + CODATA CO2(g)/H2O(g),Reaction: C7H10(l) + 9.5 O2(g) -> 7 CO2(g) + 5 H2O(g); calculation: C7H10(l) + 9.5 O2(g) -> 7 CO2(g) + 5 H2O(g); ΔcH° = 7×(-393.51) + 5×(-241.826) - (43.4) kJ/mol. O2(g) standard-state formation enthalpy is 0 by convention. Central displayed values only; uncertainty not propagated.; source records: https://webbook.nist.gov/cgi/cbook.cgi?Source=1978STE919-927&Units=SI&Mask=6 | https://webbook.nist.gov/cgi/cbook.cgi?ID=C279196&Units=SI&Mask=6 | https://webbook.nist.gov/cgi/cbook.cgi?Source=1984COX%2FWAG1B&Units=SI&Mask=1 | https://webbook.nist.gov/cgi/cbook.cgi?ID=C124389&Units=SI&Mask=1 | https://webbook.nist.gov/cgi/cbook.cgi?Source=1984COX%2FWAG1B&Units=SI&Mask=7 | https://webbook.nist.gov/cgi/cbook.cgi?ID=C7732185&Units=SI&Mask=7,reported,B,Identity matched by the NIST-displayed full InChIKey. First usable NIST display row in the highest available tier; central values only and uncertainty not propagated.,identity + property + reference matched to the audited prior provenance table
PV-01689,HC-0252,development,"Tricyclo(2.2.1.02,6)heptane",BYBGSCXPMGPLFP-UHFFFAOYSA-N,Y02,Volumetric net heat of combustion,35.430793089999995,MJ L^-1,constructed from Y01 and Y03,False,REF-0475/REF-0001,REF-0475,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C279196&Units=SI&Mask=6,"Steele, 1978 Steele, W.V., The standard enthalpies of formation of a series of C7, bridged-ring hydrocarbons: norbornane, norbornene, nortricyclene, norbornadiene, and quadricyclane, J. Chem. Thermodyn., 1978, 10, 919-927. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",Y02 = Y01 x Y03 using the two release-table values,Not applicable; algebraically constructed endpoint.,not applicable,constructed,,reference registry mapping only
