reference_id,citation_or_web_title,doi,url,source_category,publisher_or_host,access_or_license_note
REF-0178,NIST Chemistry WebBook evaluated fusion temperature: Average of 13 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C526738&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0179,NIST Chemistry WebBook evaluated normal boiling point: Average of 24 out of 29 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C526738&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0180,"Yang, S.[Shengkai]; Wang, Y.[Yujie]; Wang, X.[Xuejing]; Zhu, Y.[Yong]; Chen, N.[Na] (2013). Isobaric Vapor Liquid Equilibrium Data for the System of 1-Methyl-2-Ethylbenzene + 1,2,4-Trimethylbenzene at 10 kPa. J. Chem. Eng. Data 58, 398-401. https://doi.org/10.1021/je301122r",10.1021/je301122r,https://doi.org/10.1021/je301122r,NIST ThermoML experimental,journal publisher / NIST ThermoML,Article metadata and pure-property data accessed through NIST ThermoML.
REF-0181,Hazardous Substances Data Bank (HSDB),,https://pubchem.ncbi.nlm.nih.gov/source/hsdb/5293,PubChem source-linked experimental annotation,pubchem.ncbi.nlm.nih.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0182,"PAC Chemical Database, U.S. Department of Energy",,https://emhub1.energy.gov/pacteel/search#95-63-6,PubChem source-linked experimental annotation,emhub1.energy.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0183,"Good, 1973 Good, W.D., The enthalpies of combustion and formation of n-butylbenzene, the diethylbenzenes, the methyl-n-propylbenzenes, and the methyl-iso-propylbenzenes, J. Chem. Thermodyn., 1973, 5, 707-714. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C105055&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0184,Hazardous Substances Data Bank (HSDB),,https://pubchem.ncbi.nlm.nih.gov/source/hsdb/4083,PubChem source-linked experimental annotation,pubchem.ncbi.nlm.nih.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0185,"Birch, Dean, et al., 1949 Birch, S.F.; Dean, R.A.; Fidler, F.A.; Lowry, R.A., The preparation of the c(10) monocyclic aromatic hydrocarbons, J. Am. Chem. Soc., 1949, 71, 1362. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C105055&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0186,NIST Chemistry WebBook evaluated normal boiling point: Average of 18 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C105055&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0187,"Prosen, Gilmont, et al., 1945 Prosen, E.J.; Gilmont, R.; Rossini, F.D., Heats of combustion of benzene, toluene, ethyl-benzene, o-xylene, m-xylene, p-xylene, n-propylbenzene, and styrene, J. Res. NBS, 1945, 34, 65-70. [all data] | Prosen, Johnson, et al., 1946 Prosen, E.J.; Johnson, W.H.; Rossini, F.D., Heats of combustion and formation at 25°C of the alkylbenzenes through C10H14, and of the higher normal monoalkylbenzenes, J. Res. NBS, 1946, 36, 455-461. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C611143&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0188,NIST Chemistry WebBook evaluated fusion temperature: Average of 13 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C611143&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0189,NIST Chemistry WebBook evaluated normal boiling point: Average of 18 out of 23 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C611143&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0190,"Johnson, Prosen, et al., 1945 Johnson, W.H.; Prosen, E.J.; Rossini, F.D., Heats of combustion and isomerization of the eight C9H12 alkylbenzenes, J. Res. NBS, 1945, 35, 141-146. [all data] | Prosen, Johnson, et al., 1946 Prosen, E.J.; Johnson, W.H.; Rossini, F.D., Heats of combustion and formation at 25°C of the alkylbenzenes through C10H14, and of the higher normal monoalkylbenzenes, J. Res. NBS, 1946, 36, 455-461. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C622968&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0191,"Yang, S.-K.[Sheng-Kai]; Zhang, Y.-p.[Yu-ping]; Wang, X.-j.[Xue-jing]; Qiao, M.-y.[Mei-ying]; Zhu, Y.[Yong] (2013). Isobaric VLE data for 1-methyl-3-ethylbenzene or 1-methyl-4-ethylbenzene + 1,2,4-trimethylbenzene at 20 kPa. J. Chem. Thermodyn. 60, 52-56. https://doi.org/10.1016/j.jct.2013.01.016",10.1016/j.jct.2013.01.016,https://doi.org/10.1016/j.jct.2013.01.016,NIST ThermoML experimental,journal publisher / NIST ThermoML,Article metadata and pure-property data accessed through NIST ThermoML.
REF-0192,NIST Chemistry WebBook evaluated fusion temperature: Average of 12 out of 13 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C622968&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0193,NIST Chemistry WebBook evaluated normal boiling point: Average of 26 out of 28 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C622968&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0194,"Roux, Temprado, et al., 2008 Roux, M.V.; Temprado, M.; Chickos, J.S.; Nagano, Y., Critically Evaluated Thermochemical Properties of Polycyclic Aromatic Hydrocarbons, J. Phys. Chem. Ref. Data, 2008, 37, 4, 1855-1996. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C71432&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0195,NIST Chemistry WebBook evaluated fusion temperature: Average of 57 out of 69 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C71432&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0196,NIST Chemistry WebBook evaluated normal boiling point: Average of 147 out of 183 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C71432&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0197,"Good, 1975 Good, W.D., The standard enthalpies of combustion and formation of n-butylbenzene, the dimethylethylbenzenes, and the tetramethylbenzenes in the condensed state, J. Chem. Thermodyn., 1975, 7, 49-59. [all data] | Good, 1973 Good, W.D., The enthalpies of combustion and formation of n-butylbenzene, the diethylbenzenes, the methyl-n-propylbenzenes, and the methyl-iso-propylbenzenes, J. Chem. Thermodyn., 1973, 5, 707-714. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C104518&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0198,"Prak, Dianne J. Luning; Graft, Sahara L.; Johnson, Theodore R.; Cowart, Jim S.; Trulove, Paul C. (2018). Density, Viscosity, Speed of Sound, Bulk Modulus, Surface Tension, and Flash Point of Binary Mixtures of n-Hexylbenzene (1) or n-Butylbenzene (1) in 2,2,4,6,6-Pentamethylheptane (2) or 2,2,4,4,6,8,8-Heptamethylnonane (2) at 0.1 MPa. J. Chem. Eng. Data 63, 3503-3519. https://doi.org/10.1021/acs.jced.8b00387",10.1021/acs.jced.8b00387,https://doi.org/10.1021/acs.jced.8b00387,NIST ThermoML experimental,journal publisher / NIST ThermoML,Article metadata and pure-property data accessed through NIST ThermoML.
REF-0199,NIST Chemistry WebBook evaluated fusion temperature: Average of 11 out of 12 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C104518&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0200,NIST Chemistry WebBook evaluated normal boiling point: Average of 40 out of 43 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C104518&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0201,"Prosen, Gilmont, et al., 1945 Prosen, E.J.; Gilmont, R.; Rossini, F.D., Heats of combustion of benzene, toluene, ethyl-benzene, o-xylene, m-xylene, p-xylene, n-propylbenzene, and styrene, J. Res. NBS, 1945, 34, 65-70. [all data] | Prosen, Johnson, et al., 1946 Prosen, E.J.; Johnson, W.H.; Rossini, F.D., Heats of combustion and formation at 25°C of the alkylbenzenes through C10H14, and of the higher normal monoalkylbenzenes, J. Res. NBS, 1946, 36, 455-461. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C98828&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0202,"Zhang, Yongzhao; Guo, Xia; Xu, Jian; Wu, Yuxiang; Lu, Meizhen (2018). Liquid-Liquid Equilibrium for Ternary Systems, Water + 5-Hydroxymethylfurfural + (1-Butanol, Isobutanol, Methyl Isobutyl Ketone), at 313.15, 323.15, and 333.15 K. J. Chem. Eng. Data 63, 2775-2782. https://doi.org/10.1021/acs.jced.8b00120",10.1021/acs.jced.8b00120,https://doi.org/10.1021/acs.jced.8b00120,NIST ThermoML experimental,journal publisher / NIST ThermoML,Article metadata and pure-property data accessed through NIST ThermoML.
REF-0203,NIST Chemistry WebBook evaluated fusion temperature: Average of 13 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C98828&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0204,NIST Chemistry WebBook evaluated normal boiling point: Average of 58 out of 64 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C98828&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0205,"Montgomery, Rossini, et al., 1978 Montgomery, R.L.; Rossini, F.D.; Mansson, M., Enthalpies of combustion, vaporization, and formation of phenylbenzene, cyclohexylbenzene, and cyclohexylcyclohexane; enthalpy of hydrogenation of certain aromatic systems, J. Chem. Eng. Data, 1978, 23, 125-129. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C827521&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0206,NIST Chemistry WebBook evaluated fusion temperature: Average of 7 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C827521&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0207,"Aldrich Chemical Company Inc., 1990 Aldrich Chemical Company Inc., Catalog Handbook of Fine Chemicals, Aldrich Chemical Company, Inc., Milwaukee WI, 1990, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C827521&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0208,"Fraser and Prosen, 1955 Fraser, F.M.; Prosen, E.J., Heats of combustion of liquid n-hexadecane, 1-hexadecene, n-decylbenzene, n-decylcyclohexane, n-decylcyclopentane, and the variation of heat of combustion with chain length, J. Res. NBS, 1955, 55, 329-333. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C104723&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0209,"Milhet, M.[Michel]; Baylaucq, A.[Antoine]; Boned, C.[Christian] (2005). Volumetric Properties of 1-Phenyldecane and 1-Phenylundecane at Pressures to 65 MPa and Temperature between 293.15 and 353.15 K. J. Chem. Eng. Data 50, 1430-1433. https://doi.org/10.1021/je0500936",10.1021/je0500936,https://doi.org/10.1021/je0500936,NIST ThermoML experimental,journal publisher / NIST ThermoML,Article metadata and pure-property data accessed through NIST ThermoML.
REF-0210,NIST Chemistry WebBook evaluated fusion temperature: Average of 9 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C104723&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0211,"Aldrich Chemical Company Inc., 1990 Aldrich Chemical Company Inc., Catalog Handbook of Fine Chemicals, Aldrich Chemical Company, Inc., Milwaukee WI, 1990, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C104723&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
